City_ID,City,Country,Lat,Lng,Max Temp,%Humidity,%Cloudiness,Wind Speed,Description
470,Kefamenanu,ID,-9.4467,124.4781,79.74,71,73,1.41,broken clouds
471,Kruisfontein,ZA,-34.0033,24.7314,61.88,65,9,6.93,clear sky
472,North Myrtle Beach,US,33.816,-78.68,60.85,41,0,0.0,clear sky
473,Kailua,US,21.4022,-157.7394,80.74,70,1,5.01,clear sky
474,Malatya,TR,38.5,38.0,26.65,74,0,4.61,clear sky
475,Caraballeda,VE,10.6112,-66.8522,77.52,88,68,9.8,broken clouds
476,Yuza,JP,39.0,139.9167,48.25,54,26,20.36,scattered clouds
477,Thunder Bay,CA,48.4001,-89.3168,17.58,29,0,13.8,clear sky
478,Hereford,GB,52.0568,-2.7148,47.75,92,7,0.58,clear sky
479,Skjervoy,NO,70.0311,20.9714,21.2,69,100,22.21,overcast clouds
480,Kondinskoye,RU,59.6481,67.41,15.75,91,100,14.88,overcast clouds
481,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,34,0,14.97,dust
482,Ilva Mica,RO,47.3167,24.6667,32.74,69,8,2.93,clear sky
483,Mabaruma,GY,8.2,-59.7833,73.27,88,100,3.85,overcast clouds
484,Saldanha,ZA,-33.0117,17.9442,62.17,76,13,8.12,few clouds
485,Harper,LR,4.375,-7.7169,80.06,89,37,5.19,scattered clouds
486,Nobres,BR,-14.7203,-56.3275,75.2,90,100,0.85,light rain
487,Cabedelo,BR,-6.9811,-34.8339,79.47,84,100,9.44,overcast clouds
488,Wuwei,CN,37.9281,102.6414,52.32,20,100,2.59,overcast clouds
489,Channel-Port Aux Basques,CA,47.5702,-59.1367,34.68,98,100,7.43,overcast clouds
490,Pisco,PE,-13.7,-76.2167,69.85,78,0,14.97,clear sky
491,Severo-Yeniseyskiy,RU,60.3725,93.0408,4.51,100,100,3.24,overcast clouds
492,Vaitape,PF,-16.5167,-151.75,82.67,70,99,12.57,light rain
493,Puerto Madryn,AR,-42.7692,-65.0385,62.67,52,0,11.92,clear sky
494,Diamantina,BR,-18.2494,-43.6003,65.23,83,19,4.07,few clouds
495,San Quintin,MX,30.4833,-115.95,61.02,73,100,3.8,overcast clouds
496,Tanout,NE,14.9709,8.8879,68.07,10,0,12.21,clear sky
497,Ukiah,US,39.1502,-123.2078,58.44,73,75,13.8,broken clouds
498,Klatovy,CZ,49.3955,13.2951,50.05,88,0,2.06,clear sky
499,Itaqui,BR,-29.1253,-56.5531,66.92,67,0,4.7,clear sky
500,Moussoro,TD,13.6408,16.4901,71.56,6,27,16.78,scattered clouds
501,Vao,NC,-22.6667,167.4833,77.05,66,7,15.99,clear sky
502,Pampa,US,35.5362,-100.9599,70.75,41,0,14.97,clear sky
503,Dubbo,AU,-32.25,148.6167,73.53,68,40,5.75,scattered clouds
504,Key West,US,24.5557,-81.7826,77.0,51,0,4.61,clear sky
505,Port Blair,IN,11.6667,92.75,78.84,89,40,2.3,mist
506,Codrington,AU,-38.2667,141.9667,67.87,62,1,11.65,clear sky
507,Khorixas,NA,-20.3667,14.9667,68.23,68,13,1.81,few clouds
508,Talnakh,RU,69.4865,88.3972,4.57,97,96,5.1,overcast clouds
509,Paita,PE,-5.0892,-81.1144,73.29,76,100,9.24,overcast clouds
510,Mogadishu,SO,2.0371,45.3438,80.15,69,78,14.52,broken clouds
511,Aras,ES,42.5617,-2.356,45.03,81,0,1.14,clear sky
512,Bintulu,MY,3.1667,113.0333,75.61,88,20,3.44,few clouds
513,Kulhudhuffushi,MV,6.6221,73.07,82.27,67,22,3.98,few clouds
514,Moryakovskiy Zaton,RU,56.6956,84.6467,18.48,92,6,6.06,clear sky
515,Anahuac,MX,27.2333,-100.15,80.74,20,100,15.14,overcast clouds
516,Qesarya,IL,32.5189,34.9046,49.35,77,0,5.95,clear sky
517,Moyale,KE,3.5167,39.0584,70.65,64,11,4.83,few clouds
518,North Bend,US,43.4065,-124.2243,58.15,91,40,4.61,scattered clouds
519,Puksoozero,RU,62.5903,40.6066,7.39,99,99,4.79,overcast clouds
520,Borskoye,RU,53.0333,51.7167,22.98,96,97,9.44,overcast clouds
521,Puerto Escondido,MX,15.85,-97.0667,79.41,74,100,1.54,overcast clouds
522,Katherine,AU,-14.4667,132.2667,86.32,58,75,4.61,broken clouds
523,Bilma,NE,18.6853,12.9164,68.99,11,0,7.83,clear sky
524,Port Hardy,CA,50.6996,-127.4199,48.38,93,100,8.05,light rain
525,Huarmey,PE,-10.0681,-78.1522,72.43,78,100,7.52,overcast clouds
526,Tlayacapan,MX,18.9333,-98.9833,84.85,26,18,1.1,few clouds
527,Giresun,TR,40.5,38.5,13.71,97,100,3.11,light snow
528,Karaton,ID,-6.3424,106.1045,79.14,85,100,1.05,overcast clouds
529,Kikuyu,KE,-1.2458,36.6633,60.67,88,75,6.91,broken clouds
530,Vagur,FO,61.4732,-6.8119,41.99,88,100,15.1,overcast clouds
531,Chengde,CN,40.9725,117.9361,43.34,26,71,2.19,broken clouds
532,Azovo,RU,54.6997,73.0237,10.15,100,100,4.0,overcast clouds
533,Suntar,RU,62.1444,117.6319,15.89,95,100,4.36,overcast clouds
534,Berdigestyakh,RU,62.0989,126.6992,19.02,90,100,8.12,overcast clouds
535,Inta,RU,66.0317,60.1659,22.1,80,100,11.79,overcast clouds
536,Yankton,US,42.8711,-97.3973,42.12,24,0,9.22,clear sky
537,Quatre Cocos,MU,-20.2078,57.7625,75.31,73,5,7.67,clear sky
538,Ponta Delgada,PT,37.7333,-25.6667,59.72,82,40,12.66,scattered clouds
539,Nortelandia,BR,-14.4547,-56.8028,75.13,90,100,1.54,overcast clouds
540,Ankang,CN,32.68,109.0172,57.34,55,4,4.21,clear sky
541,Kyshtovka,RU,56.555,76.6271,-3.05,100,71,3.87,broken clouds
542,Ternuvate,UA,47.8305,36.1276,28.44,51,40,10.65,scattered clouds
543,Ayni,TJ,39.3941,68.5377,35.89,58,0,6.82,clear sky
544,Raudeberg,NO,61.9875,5.1352,45.27,82,100,21.52,overcast clouds
545,Hirara,JP,24.8,125.2833,67.86,94,75,20.71,broken clouds
546,Winneba,GH,5.3511,-0.6231,80.33,88,52,6.93,broken clouds
547,Odweyne,SO,9.4092,45.064,68.92,22,53,13.15,broken clouds
548,Pouembout,NC,-21.1333,164.9,84.74,62,50,5.82,scattered clouds
549,Saint-Denis,FR,48.9167,2.3333,54.21,65,0,5.75,clear sky
550,Marzuq,YE,14.4,46.4667,62.28,27,8,3.06,clear sky
551,Bangangte,CM,5.1409,10.5198,63.64,66,100,2.33,overcast clouds
552,Port Hawkesbury,CA,45.6169,-61.3485,39.81,90,71,1.01,broken clouds
553,Honningsvag,NO,70.9821,25.9704,19.15,73,75,1.14,broken clouds
554,Villa Florida,PY,-26.3833,-57.15,66.04,80,0,4.7,clear sky
555,Kiama,AU,-34.6833,150.8667,75.99,88,100,10.0,overcast clouds
556,Baiyin,CN,36.5583,104.2081,45.9,39,100,2.59,overcast clouds
557,Meadow Lake,US,34.8014,-106.5436,78.28,10,98,7.58,overcast clouds
558,Kaeo,NZ,-35.1,173.7833,75.33,57,3,3.71,clear sky
559,Pokaran,IN,26.9167,71.9167,76.21,15,0,9.69,clear sky
560,Verkhnyaya Inta,RU,65.9811,60.3094,21.88,78,100,12.71,overcast clouds
561,Sorong,ID,-0.8833,131.25,80.98,82,68,2.24,broken clouds
562,Makaha,US,21.4694,-158.2175,80.65,68,100,6.91,light rain
563,Katangli,RU,51.7102,143.2326,19.02,79,100,23.82,overcast clouds
564,Berbera,SO,10.4396,45.0143,78.94,68,5,6.04,clear sky
565,Swellendam,ZA,-34.0226,20.4417,70.74,38,33,3.49,scattered clouds
566,Lalganj,IN,25.8667,85.1833,69.75,18,5,6.15,clear sky
567,Florida,US,28.7505,-82.5001,64.9,75,0,0.0,clear sky
568,Jalingo,NG,8.8833,11.3667,77.49,13,25,5.75,scattered clouds
569,Takoradi,GH,4.8845,-1.7554,80.2,87,100,6.42,overcast clouds
570,Paamiut,GL,61.994,-49.6678,24.71,83,69,7.87,broken clouds
571,Minna,NG,9.6139,6.5569,79.48,12,15,7.31,few clouds
572,Datong,CN,40.0936,113.2914,40.73,26,0,4.54,clear sky
573,Irsha,RU,55.9269,94.7911,5.0,97,61,2.3,broken clouds
574,Valdivia,CL,-39.8142,-73.2459,46.09,93,0,1.77,clear sky
575,Kayes,ML,14.0,-11.0,92.01,14,100,6.64,overcast clouds
576,Altopascio,IT,43.8157,10.6739,55.15,41,70,4.29,broken clouds
577,Buraydah,SA,26.326,43.975,57.65,26,0,9.33,clear sky
578,Ransang,PH,8.9603,117.5828,81.68,76,97,0.6,heavy intensity rain
579,Kisanga,TZ,-7.4362,37.7034,74.8,87,49,2.19,scattered clouds
580,Nyagan,RU,62.1406,65.3936,20.68,91,100,12.1,overcast clouds
581,Saint-Paul,RE,-21.0096,55.2707,78.91,86,18,4.25,few clouds
582,Amet,IN,25.3,73.9333,74.59,20,1,10.07,clear sky
583,Antalaha,MG,-14.9003,50.2788,74.19,90,19,4.27,few clouds
584,Dumai,ID,1.6833,101.45,81.21,84,15,2.75,few clouds
585,Port-Cartier,CA,50.0334,-66.8654,32.11,92,98,7.14,overcast clouds
586,Severnoye,RU,56.3491,78.3619,-1.12,99,47,4.54,scattered clouds
587,Altamont,US,42.2068,-121.7372,60.76,33,0,8.05,clear sky
588,Dunedin,NZ,-45.8742,170.5036,60.8,80,0,15.01,clear sky
589,Reidsville,US,36.3549,-79.6645,49.12,26,0,4.61,clear sky
590,Nishihara,JP,26.1842,127.7558,63.68,77,75,16.11,broken clouds
591,Dalvik,IS,65.9702,-18.5286,22.93,78,100,5.61,overcast clouds
592,Garowe,SO,8.4054,48.4845,69.46,56,100,5.32,overcast clouds
593,Cam Ranh,VN,11.9214,109.1591,82.36,74,20,4.61,few clouds
594,Buin,CL,-33.7333,-70.75,71.87,36,100,2.75,overcast clouds
595,Banisilan,PH,7.4908,124.7242,77.61,77,80,4.23,broken clouds
596,Amga,RU,60.8953,131.9608,20.05,82,89,4.52,overcast clouds
597,Marsaxlokk,MT,35.8419,14.5431,57.07,94,0,2.3,mist
598,Batsfjord,NO,70.6345,29.7185,15.58,92,100,4.61,light snow
599,Mastic Beach,US,40.7668,-72.8521,38.1,56,100,11.01,overcast clouds
600,Yeniseysk,RU,58.4497,92.1703,4.48,99,99,0.25,overcast clouds
601,Ibotirama,BR,-12.1853,-43.2206,78.46,53,97,2.62,overcast clouds
602,Bodden Town,KY,19.2833,-81.25,78.8,67,75,12.66,broken clouds
603,Kodinsk,RU,58.6881,99.1844,8.19,94,84,4.83,broken clouds
604,Porosozero,RU,62.7191,32.727,15.46,90,100,5.14,overcast clouds
605,Xining,CN,36.6167,101.7667,41.27,26,58,2.24,broken clouds
606,Los Llanos De Aridane,ES,28.6585,-17.9182,59.13,89,0,6.91,clear sky
607,Jiujiang,CN,29.7333,115.9833,59.94,61,60,7.2,broken clouds
608,Nioro,GM,13.35,-15.75,76.44,31,100,9.44,overcast clouds
609,Firozpur Jhirka,IN,27.8,76.95,74.79,13,0,1.86,clear sky
610,Santa Ana,US,33.7456,-117.8678,71.62,68,20,12.66,few clouds
611,Vila Velha,BR,-20.3297,-40.2925,78.94,87,0,10.36,clear sky
612,Arica,CL,-18.475,-70.3042,68.5,82,95,3.11,overcast clouds
613,Coos Bay,US,43.3665,-124.2179,58.23,91,40,4.61,scattered clouds
614,Fortuna,US,40.5982,-124.1573,61.92,69,100,10.36,overcast clouds
615,Senneterre,CA,48.3835,-77.2328,3.83,94,100,9.71,light snow
616,Manado,ID,1.487,124.8455,86.77,70,20,5.75,few clouds
617,Gizo,SB,-8.103,156.8419,83.46,74,100,4.9,light rain
618,Florence,IT,43.7667,11.25,55.4,42,0,4.61,clear sky
619,Rena,NO,61.1348,11.3641,36.82,62,100,12.8,overcast clouds
620,Umm Lajj,SA,25.0213,37.2685,77.2,25,100,22.82,overcast clouds
621,Castrillon,ES,43.3979,-6.7922,52.72,79,100,4.29,overcast clouds
622,Komsomolets,KZ,53.7453,62.0708,24.75,92,100,14.76,overcast clouds
623,Kawalu,ID,-7.3817,108.2082,75.25,91,100,3.11,overcast clouds
624,Touho,NC,-20.7833,165.2333,79.99,74,72,15.99,broken clouds
625,Abu Samrah,SY,35.3029,37.1841,42.31,72,0,4.72,clear sky
626,Emba,KZ,48.8264,58.1442,34.45,87,100,18.43,overcast clouds
627,Richards Bay,ZA,-28.783,32.0377,69.57,90,30,5.14,scattered clouds
628,Tagusao,PH,9.1924,117.8141,81.36,75,82,0.76,moderate rain
629,Sabha,LY,27.0377,14.4283,63.55,10,2,11.74,clear sky
630,Wattegama,LK,6.7989,81.4808,74.64,90,0,1.72,clear sky
631,Tiarei,PF,-17.5333,-149.3333,86.02,74,61,15.26,broken clouds
632,San Pedro,PH,14.35,121.0167,88.32,68,20,3.44,few clouds
633,Grindavik,IS,63.8424,-22.4338,43.27,87,100,13.8,overcast clouds
634,Cabinda,AO,-5.55,12.2,80.2,93,100,8.97,light rain
635,Samarai,PG,-10.6167,150.6667,84.22,71,38,2.15,scattered clouds
636,Ko Samui,TH,9.5357,99.9357,82.31,89,20,0.0,few clouds
637,Yancheng,CN,33.3856,120.1253,50.04,47,100,11.25,overcast clouds
638,Bembereke,BJ,10.2283,2.6634,79.63,13,3,5.26,clear sky
639,Tari,NG,12.4086,4.4914,79.5,11,0,13.85,clear sky
640,Egvekinot,RU,66.3167,-179.1667,5.52,85,9,0.94,clear sky
641,Ojuelos De Jalisco,MX,21.8667,-101.5833,65.55,17,10,4.0,clear sky
642,Petersburg,US,37.2279,-77.4019,45.01,36,0,0.0,clear sky
643,Kirakira,SB,-10.4544,161.9205,83.79,77,95,5.57,overcast clouds
644,Ojinaga,MX,29.5667,-104.4167,90.55,12,0,0.0,clear sky
645,Santa Rosa,PH,14.3122,121.1114,89.1,69,58,10.07,broken clouds
646,Price,US,39.5994,-110.8107,72.12,22,27,12.19,scattered clouds
647,Aden,YE,12.7794,45.0367,79.7,66,18,1.39,few clouds
648,Kenora,CA,49.8167,-94.4337,18.57,27,20,6.91,few clouds
649,Prince Rupert,CA,54.3161,-130.3201,50.09,66,0,19.57,clear sky
650,Semnan,IR,35.5729,53.3971,45.48,35,0,2.95,clear sky
651,Ngunguru,NZ,-35.6167,174.5,66.07,65,6,10.04,clear sky
652,Akdepe,TM,42.0551,59.3788,42.89,54,100,8.97,overcast clouds
653,Avdon,RU,54.6667,55.7167,33.12,86,100,11.18,light snow
654,Karasburg,NA,-28.0167,18.75,74.17,25,100,8.43,overcast clouds
655,Bacabal,BR,-4.2917,-44.7917,74.57,96,100,3.53,moderate rain
656,Nemuro,JP,43.3236,145.575,36.68,71,100,11.83,overcast clouds
657,Ewa Beach,US,21.3156,-158.0072,80.69,72,100,6.91,overcast clouds
658,Bulawayo,ZW,-20.15,28.5833,63.01,86,96,11.77,overcast clouds
659,Shibetsu,JP,43.659,145.132,41.7,56,40,11.5,scattered clouds
660,Minas,UY,-34.3759,-55.2377,59.68,62,0,3.76,clear sky
661,Mackenzie,CA,55.2999,-123.1698,43.02,49,0,6.91,clear sky
662,Taywarah,AF,33.35,64.4167,38.98,23,0,3.13,clear sky
663,San Bartolome De Tirajana,ES,27.9248,-15.5733,54.07,82,20,8.05,few clouds
664,Tutoia,BR,-2.7619,-42.2744,77.7,90,76,9.35,heavy intensity rain
665,Matamoros,MX,25.5333,-103.25,80.2,9,1,13.24,clear sky
666,Palana,RU,59.1167,159.9667,28.15,64,100,23.94,overcast clouds
667,Ginda,IN,30.6945,78.4932,54.23,20,41,7.83,scattered clouds
668,Namwala,ZM,-15.7504,26.4384,64.65,96,100,4.07,overcast clouds
669,Kununurra,AU,-15.7667,128.7333,87.78,70,98,3.44,overcast clouds
670,San Rafael,AR,-34.6177,-68.3301,70.11,27,15,5.68,few clouds
671,Santana Do Mundau,BR,-9.1681,-36.2222,72.93,97,99,3.29,overcast clouds
672,Cockburn Town,TC,21.4612,-71.1419,76.69,67,35,17.87,scattered clouds
673,Velka Bites,CZ,49.2884,16.2274,44.83,43,0,3.44,clear sky
674,Yamada,JP,39.4667,141.95,46.36,48,5,12.59,clear sky
675,Lorengau,PG,-2.0226,147.2712,82.72,76,100,5.14,overcast clouds
676,Changping,CN,40.2186,116.2197,49.64,22,6,3.38,clear sky
677,San Francisco,US,37.7749,-122.4194,65.1,64,75,14.97,broken clouds
678,Maragogi,BR,-9.0122,-35.2225,78.49,85,97,8.37,overcast clouds
679,Crepy-En-Valois,FR,49.2336,2.8881,48.34,66,0,2.44,clear sky
680,Jaypur,IN,18.85,82.5833,74.39,20,76,2.17,broken clouds
681,Merano,IT,46.6682,11.1595,47.66,53,0,4.54,clear sky
682,Bambey,SN,14.6955,-16.4493,71.65,67,98,12.28,overcast clouds
683,Taltal,CL,-25.4,-70.4833,68.47,68,0,3.51,clear sky
684,Olcea,RO,46.6833,21.9833,33.42,44,2,3.36,clear sky
685,Atlantic City,US,39.3643,-74.4229,37.04,39,10,23.94,clear sky
686,Kamenka,RU,51.3223,42.7678,23.02,81,100,18.88,overcast clouds
687,Erdaojiang,CN,41.7764,126.0319,41.2,27,0,8.3,clear sky
688,Livadi,GR,40.125,22.1517,38.97,59,100,0.85,overcast clouds
689,Husavik,IS,66.0449,-17.3389,24.04,71,98,6.38,overcast clouds
690,Storsteinnes,NO,69.2408,19.2344,21.85,88,100,7.23,overcast clouds
691,Kuzhener,RU,56.8111,48.9128,17.04,89,100,13.73,overcast clouds
692,Saint Anthony,US,45.0205,-93.218,28.65,33,0,1.99,clear sky
693,Lahij,YE,13.1667,44.5833,73.81,31,5,2.48,clear sky
694,Sisimiut,GL,66.9395,-53.6735,24.28,63,100,12.37,overcast clouds
695,Anadyr,RU,64.75,177.4833,0.48,84,20,11.18,few clouds
696,Tanuku,IN,16.75,81.7,79.16,91,91,4.32,overcast clouds
697,Tonk,IN,26.1667,75.7833,75.92,15,5,7.0,clear sky
698,Altamira,BR,-3.2033,-52.2064,74.08,98,100,2.1,moderate rain
699,Pangody,RU,65.85,74.4859,12.27,93,99,13.98,overcast clouds
700,Bograd,RU,54.2344,90.8328,10.71,78,30,2.66,scattered clouds
701,Kumluca,TR,36.3703,30.2869,55.58,42,0,6.89,clear sky
702,Tongren,CN,27.7172,109.1853,56.88,76,0,1.21,clear sky
703,Bouar,CF,5.934,15.596,67.41,22,87,4.09,overcast clouds
704,Jumla,NP,29.2747,82.1838,47.05,52,1,4.05,clear sky
705,South Venice,US,27.0531,-82.4243,69.98,62,0,8.05,haze
706,Poronaysk,RU,49.2167,143.1167,29.44,66,100,12.93,overcast clouds
